Name,Rating,Price per Night,URL
Hyatt Place Chicago Medical/University District,8.6,114,https://www.booking.com/hotel/us/hyatt-place-chicago-medical-university-district.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786432&all_sr_blocks=643985605_264238258_2_1_0&highlighted_blocks=643985605_264238258_2_1_0&matching_block_id=643985605_264238258_2_1_0&sr_pri_blocks=643985605_264238258_2_1_0__11390&from=searchresults
Central Loop Hotel,8,149,https://www.booking.com/hotel/us/c-l-chicago-illinois.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786432&all_sr_blocks=5936906_332729673_2_0_0&highlighted_blocks=5936906_332729673_2_0_0&matching_block_id=5936906_332729673_2_0_0&sr_pri_blocks=5936906_332729673_2_0_0__14900&from=searchresults
River Hotel,8.3,229,https://www.booking.com/hotel/us/the-chicago-river.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786432&all_sr_blocks=4549502_332708551_2_0_0&highlighted_blocks=4549502_332708551_2_0_0&matching_block_id=4549502_332708551_2_0_0&sr_pri_blocks=4549502_332708551_2_0_0__22900&from=searchresults
"Claridge House Chicago, Tapestry Collection by Hilton",8.3,160,https://www.booking.com/hotel/us/claridge-house-chicago-tapestry-collection-by-hilton.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786432&all_sr_blocks=18188831_95441594_2_0_0&highlighted_blocks=18188831_95441594_2_0_0&matching_block_id=18188831_95441594_2_0_0&sr_pri_blocks=18188831_95441594_2_0_0__18482&from=searchresults
Crowne Plaza - Chicago West Loop by IHG,8.4,143,https://www.booking.com/hotel/us/crown-plaza.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786432&all_sr_blocks=18187214_95441610_2_42_0&highlighted_blocks=18187214_95441610_2_42_0&matching_block_id=18187214_95441610_2_42_0&sr_pri_blocks=18187214_95441610_2_42_0__14320&from=searchresults
Best Western Grant Park Hotel,7.5,93,https://www.booking.com/hotel/us/best-western-grant-park.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786432&all_sr_blocks=5623824_94106656_2_42_0&highlighted_blocks=5623824_94106656_2_42_0&matching_block_id=5623824_94106656_2_42_0&sr_pri_blocks=5623824_94106656_2_42_0__9265&from=searchresults
"The Robey, Chicago, a Member of Design Hotels",8.6,279,https://www.booking.com/hotel/us/the-robey.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786432&all_sr_blocks=190823909_117408224_0_0_0&highlighted_blocks=190823909_117408224_0_0_0&matching_block_id=190823909_117408224_0_0_0&sr_pri_blocks=190823909_117408224_0_0_0__30000&from=searchresults
Hyatt Place Chicago River North,8.6,175,https://www.booking.com/hotel/us/hyatt-place-chicago-river-north.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=26&hapos=26&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786432&all_sr_blocks=59944302_106964545_2_1_0&highlighted_blocks=59944302_106964545_2_1_0&matching_block_id=59944302_106964545_2_1_0&sr_pri_blocks=59944302_106964545_2_1_0__17500&from=searchresults
Residence Inn by Marriott Chicago Downtown Magnificent Mile,8.9,259,https://www.booking.com/hotel/us/residence-inn-downtown-magnificent-mile.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=27&hapos=27&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786432&all_sr_blocks=178869024_114384939_0_1_0&highlighted_blocks=178869024_114384939_0_1_0&matching_block_id=178869024_114384939_0_1_0&sr_pri_blocks=178869024_114384939_0_1_0__25900&from=searchresults
Embassy Suites by Hilton Chicago Downtown Magnificent Mile,7.9,127,https://www.booking.com/hotel/us/embassy-suites-chicago-downtown-lakefront.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=28&hapos=28&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786432&all_sr_blocks=2880901_390103019_2_1_0&highlighted_blocks=2880901_390103019_2_1_0&matching_block_id=2880901_390103019_2_1_0&sr_pri_blocks=2880901_390103019_2_1_0__15220&from=searchresults
Godfrey Hotel Chicago,8.3,319,https://www.booking.com/hotel/us/godfrey-chicago.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=29&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786428&all_sr_blocks=78332401_195755316_0_0_0&highlighted_blocks=78332401_195755316_0_0_0&matching_block_id=78332401_195755316_0_0_0&sr_pri_blocks=78332401_195755316_0_0_0__33900&from=searchresults
Le Meridien Essex Chicago,8.5,103,https://www.booking.com/hotel/us/essex-chicago.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=30&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786428&all_sr_blocks=119324612_97566379_0_0_0&highlighted_blocks=119324612_97566379_0_0_0&matching_block_id=119324612_97566379_0_0_0&sr_pri_blocks=119324612_97566379_0_0_0__11800&from=searchresults
Hotel Lincoln,6.5,162,https://www.booking.com/hotel/us/lincoln-a-joie-de-vivre.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=31&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786428&all_sr_blocks=37440035_335353704_2_42_0&highlighted_blocks=37440035_335353704_2_42_0&matching_block_id=37440035_335353704_2_42_0&sr_pri_blocks=37440035_335353704_2_42_0__17700&from=searchresults
Chinatown Hotel Chicago,5.7,68,https://www.booking.com/hotel/us/chinatown-chicago.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=32&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786428&all_sr_blocks=18078301_273896424_2_0_0&highlighted_blocks=18078301_273896424_2_0_0&matching_block_id=18078301_273896424_2_0_0&sr_pri_blocks=18078301_273896424_2_0_0__6750&from=searchresults
L7 Chicago by LOTTE,9.2,271,https://www.booking.com/hotel/us/monaco-chicago.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=33&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786428&all_sr_blocks=4547801_94267107_2_2_0&highlighted_blocks=4547801_94267107_2_2_0&matching_block_id=4547801_94267107_2_2_0&sr_pri_blocks=4547801_94267107_2_2_0__27090&from=searchresults
The Wade,8.1,159,https://www.booking.com/hotel/us/w-chicago-lakeshore.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=34&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786428&all_sr_blocks=5690132_408631076_0_2_0&highlighted_blocks=5690132_408631076_0_2_0&matching_block_id=5690132_408631076_0_2_0&sr_pri_blocks=5690132_408631076_0_2_0__15900&from=searchresults
Arlo Chicago,8.8,336,https://www.booking.com/hotel/us/julian-chicago-chicago1.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=35&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786428&all_sr_blocks=396160601_123038611_2_0_0_1208849&highlighted_blocks=396160601_123038611_2_0_0_1208849&matching_block_id=396160601_123038611_2_0_0_1208849&sr_pri_blocks=396160601_123038611_2_0_0_1208849_36075&from=searchresults
"Radisson Blu Aqua Hotel, Chicago",7.9,209,https://www.booking.com/hotel/us/radisson-blu-aqua-chicago.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=36&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786428&all_sr_blocks=52229830_111883619_2_2_0&highlighted_blocks=52229830_111883619_2_2_0&matching_block_id=52229830_111883619_2_2_0&sr_pri_blocks=52229830_111883619_2_2_0__23500&from_sustainable_property_sr=1&from=searchresults
The Royal Sonesta Chicago River North,8.6,175,https://www.booking.com/hotel/us/royal-sonesta-chicago-river-north.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=37&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786428&all_sr_blocks=23992301_94359339_2_0_0&highlighted_blocks=23992301_94359339_2_0_0&matching_block_id=23992301_94359339_2_0_0&sr_pri_blocks=23992301_94359339_2_0_0__20226&from=searchresults
Aloft Chicago Downtown River North,8.7,140,https://www.booking.com/hotel/us/aloft-chicago-city-center.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=38&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786428&all_sr_blocks=59944408_94497040_0_2_0&highlighted_blocks=59944408_94497040_0_2_0&matching_block_id=59944408_94497040_0_2_0&sr_pri_blocks=59944408_94497040_0_2_0__14000&from=searchresults
Trump International Hotel & Tower Chicago,9.2,469,https://www.booking.com/hotel/us/trump-international-tower-chicago.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=39&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786428&all_sr_blocks=29566107_88763752_2_42_0&highlighted_blocks=29566107_88763752_2_42_0&matching_block_id=29566107_88763752_2_42_0&sr_pri_blocks=29566107_88763752_2_42_0__46875&from=searchresults
Aloft Chicago Mag Mile,8.2,128,https://www.booking.com/hotel/us/aloft-chicago-mag-mile.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=40&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786428&all_sr_blocks=373274228_120035579_0_0_0&highlighted_blocks=373274228_120035579_0_0_0&matching_block_id=373274228_120035579_0_0_0&sr_pri_blocks=373274228_120035579_0_0_0__12800&from=searchresults
Hyatt House Chicago West Loop-Fulton Market,8.5,161,https://www.booking.com/hotel/us/hyatt-house-chicago-west-loop.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=41&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786428&all_sr_blocks=482758301_156476311_2_1_0&highlighted_blocks=482758301_156476311_2_1_0&matching_block_id=482758301_156476311_2_1_0&sr_pri_blocks=482758301_156476311_2_1_0__16110&from=searchresults
"THE MIDLAND HOTEL, Chicago, a Tribute Portfolio Hotel",8.2,119,https://www.booking.com/hotel/us/w-chicago-city-center.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=42&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786428&all_sr_blocks=5689644_406673695_0_42_0&highlighted_blocks=5689644_406673695_0_42_0&matching_block_id=5689644_406673695_0_42_0&sr_pri_blocks=5689644_406673695_0_42_0__11900&from=searchresults
Hyatt Regency Chicago,8.7,229,https://www.booking.com/hotel/us/hyatt-regency-chicago.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=43&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786428&all_sr_blocks=4668724_334865095_2_2_0&highlighted_blocks=4668724_334865095_2_2_0&matching_block_id=4668724_334865095_2_2_0&sr_pri_blocks=4668724_334865095_2_2_0__25400&from_sustainable_property_sr=1&from=searchresults
Fairfield Inn and Suites Chicago Downtown-River North,8.4,136,https://www.booking.com/hotel/us/inn-and-suites-chicago-downtown-river-north.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=44&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786428&all_sr_blocks=44674201_94468046_0_1_0&highlighted_blocks=44674201_94468046_0_1_0&matching_block_id=44674201_94468046_0_1_0&sr_pri_blocks=44674201_94468046_0_1_0__13640&from=searchresults
Level Chicago Fulton Market,8.9,335,https://www.booking.com/hotel/us/level-chicago-fulton-market-chicago.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=45&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786428&all_sr_blocks=1042012801_376622506_4_0_0&highlighted_blocks=1042012801_376622506_4_0_0&matching_block_id=1042012801_376622506_4_0_0&sr_pri_blocks=1042012801_376622506_4_0_0__35712&from=searchresults
voco Chicago Downtown - Riverwalk by IHG,8.2,135,https://www.booking.com/hotel/us/voco-chicago-downtown-an-ihg.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=46&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786428&all_sr_blocks=833546522_348648183_3_34_0&highlighted_blocks=833546522_348648183_3_34_0&matching_block_id=833546522_348648183_3_34_0&sr_pri_blocks=833546522_348648183_3_34_0__13520&from=searchresults
