Name,Rating,Price per Night,URL
Hyatt Centric The Loop Chicago,8.5,135,https://www.booking.com/hotel/us/hyatt-centric-the-loop-chicago.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=47&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786428&all_sr_blocks=131690315_93779470_2_0_0&highlighted_blocks=131690315_93779470_2_0_0&matching_block_id=131690315_93779470_2_0_0&sr_pri_blocks=131690315_93779470_2_0_0__13515&from=searchresults
Sofitel Chicago Magnificent Mile,8.7,170,https://www.booking.com/hotel/us/chicago-water-tower.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=48&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786428&all_sr_blocks=5747811_91459013_2_42_0&highlighted_blocks=5747811_91459013_2_42_0&matching_block_id=5747811_91459013_2_42_0&sr_pri_blocks=5747811_91459013_2_42_0__19510&from=searchresults
Courtyard Chicago Downtown/Magnificent Mile,8.3,170,https://www.booking.com/hotel/us/courtyard-chicago-downtown-magnificent-mile.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=49&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786428&all_sr_blocks=26531018_402058826_0_0_0&highlighted_blocks=26531018_402058826_0_0_0&matching_block_id=26531018_402058826_0_0_0&sr_pri_blocks=26531018_402058826_0_0_0__17000&from=searchresults
Hampton Inn Chicago West Loop Fulton Market Area,8.8,119,https://www.booking.com/hotel/us/hampton-inn-chicago-west-loop.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=50&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786428&all_sr_blocks=190902702_402984997_2_1_0_1253854&highlighted_blocks=190902702_402984997_2_1_0_1253854&matching_block_id=190902702_402984997_2_1_0_1253854&sr_pri_blocks=190902702_402984997_2_1_0_1253854_11920&from_sustainable_property_sr=1&from=searchresults
Level Chicago - Old Town,8.9,479,https://www.booking.com/hotel/us/level-old-town.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=51&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786428&all_sr_blocks=449520806_340070607_4_0_0_251718&highlighted_blocks=449520806_340070607_4_0_0_251718&matching_block_id=449520806_340070607_4_0_0_251718&sr_pri_blocks=449520806_340070607_4_0_0_251718_50110&from=searchresults
Hyatt Centric Chicago Magnificent Mile,8.2,144,https://www.booking.com/hotel/us/hyatt-centric-chicago-magnificent-mile.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=52&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786432&all_sr_blocks=7950512_94109109_2_0_0&highlighted_blocks=7950512_94109109_2_0_0&matching_block_id=7950512_94109109_2_0_0&sr_pri_blocks=7950512_94109109_2_0_0__16865&from=searchresults
DoubleTree by Hilton Chicago Magnificent Mile,7.8,123,https://www.booking.com/hotel/us/doubletree-chicago-magnificent-mile.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=53&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786432&all_sr_blocks=2878816_95462376_2_2_0&highlighted_blocks=2878816_95462376_2_2_0&matching_block_id=2878816_95462376_2_2_0&sr_pri_blocks=2878816_95462376_2_2_0__12300&from=searchresults
Sheraton Grand Chicago Riverwalk,8.2,169,https://www.booking.com/hotel/us/sheraton-chicago-towers.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=54&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786432&all_sr_blocks=5672043_94106769_0_2_0&highlighted_blocks=5672043_94106769_0_2_0&matching_block_id=5672043_94106769_0_2_0&sr_pri_blocks=5672043_94106769_0_2_0__19900&from=searchresults
Hilton Garden Inn Chicago Downtown South Loop,8,155,https://www.booking.com/hotel/us/hilton-garden-inn-chicago-downtown-south-loop.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=55&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786432&all_sr_blocks=463762103_402985333_2_2_0_1254593&highlighted_blocks=463762103_402985333_2_2_0_1254593&matching_block_id=463762103_402985333_2_2_0_1254593&sr_pri_blocks=463762103_402985333_2_2_0_1254593_15520&from=searchresults
Moxy Chicago Downtown,9.1,140,https://www.booking.com/hotel/us/moxy-chicago-downtown.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=56&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786432&all_sr_blocks=324696201_114803189_0_0_0&highlighted_blocks=324696201_114803189_0_0_0&matching_block_id=324696201_114803189_0_0_0&sr_pri_blocks=324696201_114803189_0_0_0__13950&from=searchresults
Homewood Suites by Hilton Chicago Downtown - Magnificent Mile,7.8,135,https://www.booking.com/hotel/us/a-h-chicago-chicago-illinois.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=57&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786432&all_sr_blocks=5955803_402988364_2_1_0_1250680&highlighted_blocks=5955803_402988364_2_1_0_1250680&matching_block_id=5955803_402988364_2_1_0_1250680&sr_pri_blocks=5955803_402988364_2_1_0_1250680_13520&from_sustainable_property_sr=1&from=searchresults
Kinzie Hotel,8.7,179,https://www.booking.com/hotel/us/amalfi-chicago.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=58&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786432&all_sr_blocks=5588101_196447119_0_1_0&highlighted_blocks=5588101_196447119_0_1_0&matching_block_id=5588101_196447119_0_1_0&sr_pri_blocks=5588101_196447119_0_1_0__21395&from=searchresults
Hyatt House Chicago Medical/University District,8.6,110,https://www.booking.com/hotel/us/hyatt-house-chicago-medical-university-district.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=59&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786432&all_sr_blocks=643985301_264238283_2_1_0&highlighted_blocks=643985301_264238283_2_1_0&matching_block_id=643985301_264238283_2_1_0&sr_pri_blocks=643985301_264238283_2_1_0__10965&from=searchresults
"LondonHouse Chicago, Curio Collection by Hilton",9,217,https://www.booking.com/hotel/us/londonhouse-chicago-curio-collection-by-hilton.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=60&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786432&all_sr_blocks=164699504_94610600_2_0_0&highlighted_blocks=164699504_94610600_2_0_0&matching_block_id=164699504_94610600_2_0_0&sr_pri_blocks=164699504_94610600_2_0_0__21658&from_sustainable_property_sr=1&from=searchresults
Millennium Knickerbocker Chicago,7.9,111,https://www.booking.com/hotel/us/millennium-knickerbocker.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=61&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786432&all_sr_blocks=2185101_95146171_2_0_0&highlighted_blocks=2185101_95146171_2_0_0&matching_block_id=2185101_95146171_2_0_0&sr_pri_blocks=2185101_95146171_2_0_0__13100&from=searchresults
Holiday Inn Express Chicago - Magnificent Mile by IHG,7.4,111,https://www.booking.com/hotel/us/holiday-inn-express-chicago.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=62&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786432&all_sr_blocks=18184808_94324624_2_1_0&highlighted_blocks=18184808_94324624_2_1_0&matching_block_id=18184808_94324624_2_1_0&sr_pri_blocks=18184808_94324624_2_1_0__11120&from=searchresults
SpringHill Suites by Marriott Chicago Chinatown,9,152,https://www.booking.com/hotel/us/springhill-suites-by-marriott-chicago-chinatown.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=63&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786432&all_sr_blocks=711396106_295990922_0_1_0&highlighted_blocks=711396106_295990922_0_1_0&matching_block_id=711396106_295990922_0_1_0&sr_pri_blocks=711396106_295990922_0_1_0__15200&from=searchresults
Cambria Hotel Chicago Loop - Theatre District,8.2,152,https://www.booking.com/hotel/us/cambria-suites.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=64&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786432&all_sr_blocks=217380701_98745767_2_2_0&highlighted_blocks=217380701_98745767_2_2_0&matching_block_id=217380701_98745767_2_2_0&sr_pri_blocks=217380701_98745767_2_2_0__15215&from=searchresults
Eurostars Magnificent Mile,8.7,201,https://www.booking.com/hotel/us/eurostars-magmile-chicago-illinois.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=65&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786432&all_sr_blocks=5841601_391408075_2_2_0&highlighted_blocks=5841601_391408075_2_2_0&matching_block_id=5841601_391408075_2_2_0&sr_pri_blocks=5841601_391408075_2_2_0__20081&from=searchresults
The Whitehall Hotel - BW Premier Collection,7.8,134,https://www.booking.com/hotel/us/the-whitehall.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=66&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786432&all_sr_blocks=5627531_91903191_2_1_0&highlighted_blocks=5627531_91903191_2_1_0&matching_block_id=5627531_91903191_2_1_0&sr_pri_blocks=5627531_91903191_2_1_0__13392&from=searchresults
Homewood Suites by Hilton Chicago West Loop Fulton Mkt Area,9,127,https://www.booking.com/hotel/us/homewood-suites-by-hilton-chicago-west-loop.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=67&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786432&all_sr_blocks=192669101_402987254_2_1_0_1253872&highlighted_blocks=192669101_402987254_2_1_0_1253872&matching_block_id=192669101_402987254_2_1_0_1253872&sr_pri_blocks=192669101_402987254_2_1_0_1253872_12720&from_sustainable_property_sr=1&from=searchresults
Home2 Suites By Hilton Chicago River North,8,127,https://www.booking.com/hotel/us/home2-suites-by-hilton-chicago-river-north.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=68&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786432&all_sr_blocks=448068407_402989975_2_1_0_1254563&highlighted_blocks=448068407_402989975_2_1_0_1254563&matching_block_id=448068407_402989975_2_1_0_1254563&sr_pri_blocks=448068407_402989975_2_1_0_1254563_12720&from_sustainable_property_sr=1&from=searchresults
Level Chicago - River North,8.7,356,https://www.booking.com/hotel/us/level-chicago-grand-river-north.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=69&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786432&all_sr_blocks=784093301_337885705_4_0_0&highlighted_blocks=784093301_337885705_4_0_0&matching_block_id=784093301_337885705_4_0_0&sr_pri_blocks=784093301_337885705_4_0_0__37850&from=searchresults
Hyatt Place Chicago Wicker Park,9,339,https://www.booking.com/hotel/us/hyatt-place-chicago-wicker-park.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=70&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786432&all_sr_blocks=580652805_225752961_2_33_0&highlighted_blocks=580652805_225752961_2_33_0&matching_block_id=580652805_225752961_2_33_0&sr_pri_blocks=580652805_225752961_2_33_0__33915&from=searchresults
Acme Hotel Company Chicago,8.2,159,https://www.booking.com/hotel/us/acme-chicago.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=71&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786432&all_sr_blocks=37222827_332363759_2_0_0&highlighted_blocks=37222827_332363759_2_0_0&matching_block_id=37222827_332363759_2_0_0&sr_pri_blocks=37222827_332363759_2_0_0__15900&from=searchresults
"Hotel EMC2, Autograph Collection",8.8,275,https://www.booking.com/hotel/us/emc2-autograph-collection.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=72&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786432&all_sr_blocks=201496102_94551074_0_34_0&highlighted_blocks=201496102_94551074_0_34_0&matching_block_id=201496102_94551074_0_34_0&sr_pri_blocks=201496102_94551074_0_34_0__27500&from=searchresults
Homewood Suites by Hilton Chicago-Downtown,8.4,131,https://www.booking.com/hotel/us/homewood-suites-by-hilton-r-chicago-downtown.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=73&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786432&all_sr_blocks=2878001_95152762_2_1_0_1057506&highlighted_blocks=2878001_95152762_2_1_0_1057506&matching_block_id=2878001_95152762_2_1_0_1057506&sr_pri_blocks=2878001_95152762_2_1_0_1057506_13145&from_sustainable_property_sr=1&from=searchresults
The Drake Hotel,8.3,239,https://www.booking.com/hotel/us/the-drake.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=74&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786432&all_sr_blocks=4163834_119150355_2_2_0&highlighted_blocks=4163834_119150355_2_2_0&matching_block_id=4163834_119150355_2_2_0&sr_pri_blocks=4163834_119150355_2_2_0__23900&from_sustainable_property_sr=1&from=searchresults
Sophy Hyde Park,9,229,https://www.booking.com/hotel/us/sophy-hyde-park.html?aid=304142&label=gen173nr-10CAQoggJCDnNlYXJjaF9jaGljYWdvSDFYBGiUAogBAZgBM7gBF8gBDNgBA-gBAfgBAYgCAagCAbgC3YHCyQbAAgHSAiQ5OGNmZTVkOC1mOTdlLTRhODktOTFhNS1iOGU4NGFkOTI5MTXYAgHgAgE&ucfs=1&arphpl=1&checkin=2025-12-12&checkout=2025-12-13&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=75&sr_order=popularity&srpvid=483d81aea540015c&srepoch=1764786432&all_sr_blocks=303096401_423775816_2_0_0&highlighted_blocks=303096401_423775816_2_0_0&matching_block_id=303096401_423775816_2_0_0&sr_pri_blocks=303096401_423775816_2_0_0__25200&from=searchresults
